iter	RMSE
0	0.1646143153
1	0.1596345579
2	0.1550076221
3	0.1506460467
4	0.146599976
5	0.1427502767
6	0.1391919447
7	0.1359380271
8	0.1329471555
9	0.1301493267
10	0.1274851866
11	0.1250238206
12	0.1227258622
13	0.1206104342
14	0.1185869459
15	0.1167599679
16	0.1150074559
17	0.1134512207
18	0.1119472525
19	0.1105861377
20	0.1093163843
21	0.108155281
22	0.1070501726
23	0.1060178921
24	0.1050752527
25	0.1042135593
26	0.1034075883
27	0.102653453
28	0.1019567241
29	0.1013250849
30	0.1007202523
31	0.1001354444
32	0.09957865854
33	0.0990689831
34	0.09861401431
35	0.09816884172
36	0.09776430626
37	0.09738953386
38	0.09704557017
39	0.09673311281
40	0.09641462291
41	0.09613444656
42	0.09583948092
43	0.09557311846
44	0.0953341384
45	0.09510865493
46	0.09488431568
47	0.09467199747
48	0.09447701287
49	0.0942907803
50	0.09412614153
51	0.09396928259
52	0.09380045855
53	0.09365320013
54	0.09351550563
55	0.09338326198
56	0.09326139951
57	0.09313595178
58	0.09301438088
59	0.09290906401
60	0.09279016885
61	0.09269933581
62	0.09260676694
63	0.09252756283
64	0.09243904051
65	0.09236297411
66	0.09229346717
67	0.09222625296
68	0.09214449345
69	0.09207422213
70	0.0920235446
71	0.09195124527
72	0.0918857477
73	0.09183252797
74	0.09175855636
75	0.0917029763
76	0.0916338448
77	0.09157327339
78	0.09152074797
79	0.09146667817
80	0.09140241783
81	0.09136352615
82	0.09130269208
83	0.09124826522
84	0.09120796828
85	0.0911591314
86	0.09111030786
87	0.09106739572
88	0.0910227616
89	0.09098572304
90	0.09095461205
91	0.09092252767
92	0.09088174464
93	0.09085397219
94	0.09082151755
95	0.0907736846
96	0.09074679525
97	0.09069758201
98	0.0906561365
99	0.09062442481
100	0.09058130561
101	0.09055184381
102	0.09052488688
103	0.09049072834
104	0.09045116255
105	0.0904236135
106	0.09040013034
107	0.0903753812
108	0.09035700289
109	0.09032314112
110	0.09028495822
111	0.09026295099
112	0.0902412223
113	0.09021520859
114	0.09017844454
115	0.09015289511
116	0.09013292217
117	0.09010656543
118	0.09007837552
119	0.09005795439
120	0.09003752079
121	0.09001852866
122	0.08999272254
123	0.08996662965
124	0.08993965888
125	0.08991950187
126	0.0898985458
127	0.089872583
128	0.08985691044
129	0.08984241889
130	0.08982205242
131	0.0898010254
132	0.08977546329
133	0.08976034735
134	0.08974148699
135	0.08972667733
136	0.08971093334
137	0.08969155812
138	0.08967992433
139	0.0896681752
140	0.08964451176
141	0.08962294124
142	0.08960381412
143	0.0895910754
144	0.08957363044
145	0.08955312381
146	0.08953303538
147	0.08951421893
148	0.08950455688
149	0.0894861176
150	0.08947535541
151	0.08945408243
152	0.08944067535
153	0.08941903099
154	0.08940553712
155	0.08939305419
156	0.08937315104
157	0.08935941911
158	0.08934560875
159	0.08932844538
160	0.08931606266
161	0.08930366313
162	0.08929392682
163	0.08927559925
164	0.08925930347
165	0.08924753069
166	0.08923605738
167	0.08922136015
168	0.08920667597
169	0.08918537538
170	0.08916495035
171	0.0891538775
172	0.08914027025
173	0.08912714887
174	0.08911637094
175	0.08910385207
176	0.08908442293
177	0.08907446327
178	0.08906059546
179	0.08904620713
180	0.08903005761
181	0.08901111847
182	0.08899896289
183	0.08898861263
184	0.08897633726
185	0.08896659643
186	0.08895468765
187	0.08893563129
188	0.08892965291
189	0.08891933702
190	0.08891147769
191	0.0888942206
192	0.08888793596
193	0.08888137834
194	0.08887248869
195	0.08885807403
196	0.08885483778
197	0.08884358398
198	0.08883157234
199	0.08881808205
200	0.08881027149
201	0.08879775212
202	0.08879157655
203	0.08877570991
204	0.0887588224
205	0.08874664795
206	0.08873290321
207	0.08872374134
208	0.08871303429
209	0.08870742556
210	0.08869318716
211	0.08867785711
212	0.08866767535
213	0.08865756023
214	0.08864536272
215	0.08863511757
216	0.08862564015
217	0.08861822946
218	0.08860873867
219	0.08860138545
220	0.08859039348
221	0.08857934995
222	0.08857226724
223	0.08856441841
224	0.08855523515
225	0.08854772539
226	0.08854329223
227	0.08853549495
228	0.08852979531
229	0.08852065251
230	0.08851302747
231	0.08850464327
232	0.08848977616
233	0.08847985855
234	0.0884702423
235	0.08845676263
236	0.08844614516
237	0.088438338
238	0.0884264324
239	0.08841386861
240	0.08840203207
241	0.08839503299
242	0.0883858751
243	0.08837750846
244	0.08836551996
245	0.08835490587
246	0.08834342074
247	0.08833576648
248	0.08832867534
249	0.08831477779
250	0.08830339784
251	0.08829422697
252	0.08828341485
253	0.08827789133
254	0.08827124522
255	0.08826168849
256	0.0882516688
257	0.08824330872
258	0.08823636144
259	0.0882281903
260	0.08822067232
261	0.08820988766
262	0.08820003925
263	0.08818739922
264	0.08817700325
265	0.08816808634
266	0.08816017118
267	0.08815052467
268	0.08814215347
269	0.08813224205
270	0.08812582816
271	0.08812075677
272	0.08811260097
273	0.08810650442
274	0.08809869032
275	0.08808925933
276	0.08807943675
277	0.08806951699
278	0.08806206102
279	0.08805591614
280	0.08804609524
281	0.08803957272
282	0.08803084699
283	0.08802364077
284	0.08801678509
285	0.08800987466
286	0.08800291905
287	0.08799417126
288	0.08798462169
289	0.08797331323
290	0.08796252315
291	0.08795485429
292	0.08794631949
293	0.08793824288
294	0.08793142856
295	0.08792571814
296	0.08792070561
297	0.08791426833
298	0.08790667061
299	0.08789818447
300	0.08789051784
301	0.08788187509
302	0.08787268297
303	0.08786418951
304	0.08785767879
305	0.08784900706
306	0.08784077446
307	0.0878349265
308	0.08782811514
309	0.08782240032
310	0.08781524025
311	0.08781066934
312	0.08780458322
313	0.08779764917
314	0.08779329762
315	0.08778625338
316	0.08778095443
317	0.08777602426
318	0.08777073982
319	0.08776342473
320	0.08775751844
321	0.08775160083
322	0.08774594091
323	0.08773984883
324	0.08773259608
325	0.0877237279
326	0.0877170785
327	0.08771178467
328	0.0877062084
329	0.08770111652
330	0.08769501055
331	0.08768940352
332	0.08768208324
333	0.0876748767
334	0.08766817791
335	0.08766464805
336	0.08765707788
337	0.08765130707
338	0.08764454412
339	0.08763758242
340	0.08763244799
341	0.08762555636
342	0.08761971969
343	0.08761447292
344	0.08760783757
345	0.08760099831
346	0.08759679285
347	0.08759234406
348	0.08758856048
349	0.08758430818
350	0.08757952919
351	0.08757511326
352	0.08757082971
353	0.08756731286
354	0.08756317766
355	0.08755617554
356	0.08755292333
357	0.08754904683
358	0.08754499676
359	0.08753949175
360	0.08753436354
361	0.08752793899
362	0.0875217063
363	0.087513798
364	0.08750768162
365	0.0875033995
366	0.08749932495
367	0.08749453892
368	0.08748909739
369	0.08748366895
370	0.08747919428
371	0.08747501409
372	0.08747072811
373	0.08746685995
374	0.08746225444
375	0.08745839356
376	0.08745022079
377	0.08744474238
378	0.0874405564
379	0.0874367563
380	0.08743215945
381	0.08742771804
382	0.0874231636
383	0.08741922912
384	0.08741428658
385	0.08740972001
386	0.08740533691
387	0.08740016915
388	0.08739568187
389	0.08739053616
390	0.08738437412
391	0.08738132599
392	0.08737706938
393	0.08737377144
394	0.08736974431
395	0.08736582209
396	0.08736333768
397	0.08736049574
398	0.0873559925
399	0.08734998806
400	0.08734547986
401	0.08734125982
402	0.08733591887
403	0.08733302206
404	0.0873283817
405	0.08732404333
406	0.08732071377
407	0.08731627438
408	0.08731109026
409	0.08730751661
410	0.08730343442
411	0.08730020484
412	0.0872959733
413	0.08729211446
414	0.08728705506
415	0.08728392642
416	0.08728080143
417	0.08727712792
418	0.0872731319
419	0.08726766256
420	0.08726311671
421	0.08725880415
422	0.08725626979
423	0.08725380071
424	0.08725060227
425	0.08724757952
426	0.08724493048
427	0.08724030324
428	0.08723720729
429	0.08723319093
430	0.08722866714
431	0.08722558852
432	0.08722198905
433	0.08721962726
434	0.08721667652
435	0.08721197827
436	0.08720971094
437	0.08720546066
438	0.08720219372
439	0.08719867961
440	0.08719469012
441	0.0871916561
442	0.08718743781
443	0.08718445882
444	0.08718187816
445	0.08717909055
446	0.08717580085
447	0.08717208635
448	0.08717031706
449	0.08716726424
450	0.08716288494
451	0.08715816541
452	0.08715538465
453	0.0871508833
454	0.08714622525
455	0.08714210371
456	0.08713939226
457	0.08713575387
458	0.08713144898
459	0.0871288612
460	0.08712612605
461	0.08712324879
462	0.08711892601
463	0.08711633618
464	0.08711220487
465	0.08710932725
466	0.08710628514
467	0.08710346197
468	0.08710076041
469	0.08709822196
470	0.08709435949
471	0.0870898984
472	0.08708603593
473	0.08708376578
474	0.08708048015
475	0.08707849713
476	0.08707626523
477	0.08707415395
478	0.08707002748
479	0.08706780976
480	0.08706499046
481	0.08706261905
482	0.08705924972
483	0.08705531995
484	0.08705207257
485	0.0870483314
486	0.08704536403
487	0.08704242206
488	0.08704009892
489	0.08703645706
490	0.08703390419
491	0.08703174628
492	0.08702862941
493	0.08702637188
494	0.08702370966
495	0.08702071951
496	0.08701759629
497	0.08701617137
498	0.08701318281
499	0.08701156966
500	0.08700917886
501	0.08700655266
502	0.08700365518
503	0.08700040447
504	0.0869983836
505	0.08699686689
506	0.08699415609
507	0.08699122184
508	0.08698905546
509	0.08698690996
510	0.08698404995
511	0.08698141589
512	0.08697876232
513	0.08697622736
514	0.08697400844
515	0.08697124364
516	0.08696851806
517	0.08696592304
518	0.08696264628
519	0.08696068925
520	0.08695872847
521	0.08695709684
522	0.0869555294
523	0.08695300561
524	0.08695089623
525	0.08694903936
526	0.08694542854
527	0.08694352393
528	0.08693978978
529	0.08693786853
530	0.08693622792
531	0.0869339703
532	0.0869319303
533	0.08692937129
534	0.08692707384
535	0.08692485928
536	0.08692305997
537	0.08692107835
538	0.08691884889
539	0.08691647554
540	0.08691427013
541	0.08691240644
542	0.08691033517
543	0.08690813389
544	0.0869057397
545	0.0869037362
546	0.08690161269
547	0.08689934516
548	0.08689739387
549	0.08689520997
550	0.08689318946
551	0.08689126373
552	0.08688926935
553	0.08688747071
554	0.08688579386
555	0.08688373523
556	0.08688188389
557	0.08687989685
558	0.0868779811
559	0.08687602786
560	0.08687412079
561	0.08687231028
562	0.08687076203
563	0.08686820268
564	0.08686631579
565	0.08686411078
566	0.08686241023
567	0.08686083723
568	0.08685965583
569	0.08685776886
570	0.08685588609
571	0.08685376434
572	0.08685192874
573	0.08684987855
574	0.0868481393
575	0.08684601335
576	0.08684458135
577	0.08684333027
578	0.0868410397
579	0.08683891162
580	0.0868377533
581	0.08683568415
582	0.08683379848
583	0.08683157277
584	0.08682870626
585	0.08682685344
586	0.08682465403
587	0.08682307473
588	0.08682116681
589	0.08681927953
590	0.08681811189
591	0.08681606578
592	0.08681405241
593	0.08681205989
594	0.08681046204
595	0.08680901406
596	0.08680783927
597	0.08680566341
598	0.08680390893
599	0.08680265842
600	0.08680120882
601	0.08679932729
602	0.08679817942
603	0.08679609992
604	0.08679399646
605	0.08679253968
606	0.08679071891
607	0.08678856963
608	0.0867870813
609	0.08678593002
610	0.08678444764
611	0.0867826782
612	0.08678092292
613	0.08677907094
614	0.08677694748
615	0.08677501961
616	0.08677379675
617	0.086772025
618	0.08677053509
619	0.08676932378
620	0.08676767366
621	0.08676627086
622	0.08676458997
623	0.08676335644
624	0.08676218001
625	0.08676080668
626	0.08675981566
627	0.08675867413
628	0.08675749036
629	0.08675577483
630	0.08675399933
631	0.08675261605
632	0.08675176949
633	0.08675018345
634	0.08674848398
635	0.08674689486
636	0.08674614584
637	0.08674508729
638	0.08674347723
639	0.08674233725
640	0.08674097554
641	0.0867393328
642	0.08673735435
643	0.08673612061
644	0.0867345138
645	0.08673303603
646	0.08673148754
647	0.08672997313
648	0.08672851087
649	0.08672725136
650	0.08672581228
651	0.0867243268
652	0.0867227698
653	0.0867214373
654	0.08672034641
655	0.08671907591
656	0.08671781389
657	0.08671647999
658	0.08671517164
659	0.08671395562
660	0.08671289175
661	0.08671210516
662	0.08671090247
663	0.08670953148
664	0.08670797052
665	0.08670638587
666	0.08670510608
667	0.08670400345
668	0.08670302227
669	0.08670204844
670	0.08670054967
671	0.08669917285
672	0.08669793138
673	0.0866967519
674	0.0866957364
675	0.08669491535
676	0.08669344113
677	0.08669238759
678	0.08669125023
679	0.08669039677
680	0.08668949169
681	0.08668806529
682	0.08668700725
683	0.08668571064
684	0.08668484972
685	0.08668366927
686	0.08668283078
687	0.08668145823
688	0.08667989626
689	0.08667883164
690	0.08667757786
691	0.0866760726
692	0.08667512404
693	0.08667370817
694	0.08667203348
695	0.08667065249
696	0.08666938587
697	0.08666846781
698	0.08666755212
699	0.08666638228
700	0.08666529304
701	0.08666400791
702	0.08666299668
703	0.0866614869
704	0.08666014015
705	0.08665895546
706	0.08665779472
707	0.08665615408
708	0.08665522301
709	0.08665390945
710	0.08665311268
711	0.08665191218
712	0.08665080084
713	0.0866493808
714	0.08664836686
715	0.08664711543
716	0.08664607441
717	0.08664532158
718	0.08664415537
719	0.08664342918
720	0.0866427754
721	0.08664181476
722	0.08664078182
723	0.08663979096
724	0.08663888093
725	0.08663792928
726	0.08663705864
727	0.08663612435
728	0.08663470804
729	0.08663376215
730	0.08663284067
731	0.08663208427
732	0.08663062218
733	0.0866294629
734	0.08662829824
735	0.08662747606
736	0.08662658187
737	0.0866257096
738	0.08662452684
739	0.0866232412
740	0.08662226759
741	0.08662067901
742	0.0866196197
743	0.08661905475
744	0.08661810964
745	0.08661731303
746	0.0866165052
747	0.08661592977
748	0.08661475525
749	0.08661400153
750	0.08661324795
751	0.08661241974
752	0.08661153721
753	0.08661060085
754	0.08660964859
755	0.08660886684
756	0.0866077667
757	0.0866069057
758	0.08660603719
759	0.08660523049
760	0.08660405349
761	0.08660349097
762	0.0866027127
763	0.08660164804
764	0.08660075657
765	0.0865998367
766	0.08659901824
767	0.08659809632
768	0.08659716314
769	0.08659650371
770	0.08659576559
771	0.08659507972
772	0.08659403027
773	0.08659302867
774	0.08659215244
775	0.086591371
776	0.08659032888
777	0.08658956453
778	0.0865887187
779	0.08658782968
780	0.08658689539
781	0.08658595688
782	0.08658538232
783	0.08658428846
784	0.08658318231
785	0.08658252159
786	0.08658146777
787	0.08658038534
788	0.08657967036
789	0.0865786606
790	0.08657749042
791	0.08657681523
792	0.08657582798
793	0.08657518474
794	0.08657430942
795	0.08657331396
796	0.08657268842
797	0.08657199382
798	0.08657121846
799	0.08657036019
800	0.08656987298
801	0.08656918228
802	0.08656836792
803	0.08656756934
804	0.0865666915
805	0.0865657762
806	0.08656479979
807	0.08656410899
808	0.08656348473
809	0.08656281058
810	0.08656207319
811	0.08656115579
812	0.08656042296
813	0.08655970262
814	0.08655909437
815	0.08655836715
816	0.08655763288
817	0.08655682878
818	0.08655610511
819	0.08655539059
820	0.08655474797
821	0.08655412366
822	0.0865532687
823	0.08655255993
824	0.08655194594
825	0.08655136973
826	0.08655041297
827	0.0865496795
828	0.08654920785
829	0.08654831981
830	0.08654773057
831	0.08654728943
832	0.08654656498
833	0.08654608462
834	0.08654528968
835	0.08654474645
836	0.08654379365
837	0.08654304187
838	0.08654237252
839	0.08654174617
840	0.08654100167
841	0.08654025636
842	0.08653947541
843	0.08653886836
844	0.08653844044
845	0.08653784062
846	0.08653715847
847	0.08653642655
848	0.08653591596
849	0.08653507379
850	0.08653425829
851	0.08653346477
852	0.08653286148
853	0.08653213515
854	0.08653142644
855	0.08653085541
856	0.08653027527
857	0.08652933336
858	0.08652856304
859	0.08652788459
860	0.08652700781
861	0.08652647296
862	0.08652573143
863	0.08652514695
864	0.08652456336
865	0.0865240178
866	0.08652328517
867	0.08652284772
868	0.0865223357
869	0.08652182489
870	0.08652098703
871	0.0865202369
872	0.08651960644
873	0.08651895418
874	0.0865182704
875	0.08651747026
876	0.08651682298
877	0.08651582773
878	0.08651518548
879	0.08651457066
880	0.08651382528
881	0.08651334934
882	0.08651277008
883	0.08651205808
884	0.08651155836
885	0.08651101749
886	0.08651034649
887	0.08650970963
888	0.08650926682
889	0.08650866701
890	0.08650809881
891	0.0865073319
892	0.08650676584
893	0.08650595829
894	0.08650546405
895	0.08650479393
896	0.08650399023
897	0.08650323655
898	0.08650247225
899	0.08650200162
900	0.08650149878
901	0.0865010283
902	0.08650043853
903	0.08649998926
904	0.08649926609
905	0.08649874965
906	0.08649824288
907	0.08649734696
908	0.08649689637
909	0.08649626245
910	0.08649589234
911	0.08649521124
912	0.08649465225
913	0.08649408721
914	0.08649361228
915	0.08649304425
916	0.08649253648
917	0.08649208963
918	0.08649164906
919	0.08649110911
920	0.0864904752
921	0.08649004999
922	0.08648958601
923	0.08648906257
924	0.08648854541
925	0.08648800448
926	0.08648763915
927	0.08648712069
928	0.08648668082
929	0.0864859029
930	0.08648544267
931	0.0864849252
932	0.08648441825
933	0.0864839253
934	0.08648349175
935	0.08648282279
936	0.08648249027
937	0.08648192732
938	0.08648145121
939	0.08648094799
940	0.0864803345
941	0.08647991541
942	0.0864795271
943	0.08647911275
944	0.08647862
945	0.08647808792
